"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132"
"1",1,0.982592240225569,0.97192564995294,0.972130875167915,0.983128442234707,1.00065953412773,1.01793522087932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1,1.27123717342485,1.43911163419519,1.43964999904816,1.2726471085991,1.00174420921553,0.730176628830905,0.561432991158367,0.559817904275012,0.725946843409877,0.996511606436473,1.26840572198868,1.43801613075233,1.44070791663946,1.27545529735161,1.00523252817681,0.733015753904678,0.562540992218734,0.558772545705162,0.723146489107028,0.993023411811078,1.26555896375527,1.43689564787144,1.44174070128398,1.2782477772796,1.00872054873444,0.735870104710942,0.563673940945214,0.557752349710577,0.72036192336683,0.989535615050603,1.26269706107119,1.43575024945205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,0.983313880668088,0.972916072207109,0.972725080213149,0.982812881699436,0.999377799925668,1.01617719972389,1.02688007948282,1.02745296480379,1.01767995881348,1.00124410480004,0.984339398947346,0.97333652837977,0.972382021671468,0.981835593072996,0.998134581031307,1.0151365685395,1.02643420702548,1.02776988203174,1.0186402326812,1.00248584765219,0.985394649065537,0.973807605473106,0.972091396192895,0.980892789790972,0.996894903657233,1.0140672003982,1.02593814890906,1.02803407780558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1,1.19078208591224,1.30598911132567,1.29998378344169,1.17514501019589,0.980925536564484,0.794262085403578,0.689098190493854,0.707092730246716,0.841117475489241,1.03808081554106,1.21995909179039,1.31470433565969,1.28478483916307,1.14205269914189,0.943048811800544,0.766605163661284,0.682616888321128,0.724354504653333,0.875284369762132,1.0756181988506,1.24599717171858,1.31892857215716,1.26552187318601,1.10693322521878,0.905984808898044,0.742278902645074,0.680664801454852,0.745549877763656,0.91123101828357,1.11207647274605,1.26852474930908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1,0.730295348625798,0.56210620355239,0.558738133035387,0.721458862277331,0.98902110788706,1.26071575457251,1.43427827157029,1.44438057982023,1.28722022010786,1.02195158003951,0.748420473044989,0.569582664529472,0.552751827374291,0.704263006031104,0.967088136900678,1.24230113141594,1.42631316996838,1.4498630249006,1.30408664646568,1.04385354762201,0.767114188811189,0.578031905666823,0.547776341011566,0.687735540801413,0.945229549552738,1.22333888688348,1.41738456397287,1.45432874089179,1.3202658108749,1.06565640241893,0.786334246520576,0.5874348309535,0.543822918973892,0.671913820079746,0.923494748128766,1.20387187727705,1.40751263300047,1.45776763489195,1.33572114703382,1.08731086810508,0.806037207191312,0.597770188970442,0.540900496334759,0.656833602314353,0.901932855147473,1.183944099711,1.3967196884634,1.46017193470518,1.35041772455479,1.10876800372743,0.826178540439368,0.609014620920503,0.539015678020429,0.642528970093107,0.880592602339621,1.16360059267485,1.38503012334364,1.4615362064073,1.36432232790984,1.12997931431586,0.846712725121033,0.621142713421336,0.538172723882241,0.629032253113898,0.859522220510146,1.14288733424244,1.37247035706275,1.46185736662706,1.37740353150069,1.1508968604859,0.867593352214595,0.634127055941826,0.538373539068974,0.616373955116761,0.838769330532379,1.12185113815755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1,0.510022899355965,0.203628158790725,0.195614346471575,0.488984040635016,0.973818837422322,1.46846307144516,1.78758572261725,1.81161938793185,1.53155924452276,1.05233693516158,0.553505264335093,0.221964181636866,0.181933970718563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1,1.14495388018677,1.23430990238036,1.23379507280957,1.14360685718783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1,1.07054508273276,1.11387097462698,1.1132607668063,1.06894990251466,0.998035333441001,0.927878813432311,0.885549609866418,0.887380068319671,0.932663922727432,1.00392880184451,1.07367778781879,1.11499885664401,1.11194864253991,1.06570404340755,0.994108125273286,0.924785534440812,0.884483774154811,0.888752919088939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1,0.734376251336607,0.572063641889465,0.576191694811251,0.745154853926205,1.01323694535462,1.27617068724272,1.43169118592215,1.41931062744215,1.24384428004264,0.973537653905492,0.713523236710936,0.564930486153133,0.585552752475237,0.76736925501408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1,1.48597637856697,1.78506455585758,1.78224648996269,1.47860590282723,0.990911521630036,0.506712226716483,0.212212819958863,0.220666675046206,0.528822757893722,1.01817585183725,1.50053919811744,1.79041403151903,1.77632541498962,1.46369129951978,0.972738984366489,0.492270228500039,0.207055209059814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
