"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104"
"1",1,1.23560016702055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1,1.02751855985398,1.04465020954272,1.0449285893714,1.02824862457276,1.00090618589156,0.973221706365972,0.955644722720655,0.954809686433753,0.971031782854456,0.998187964152217,1.02602810033959,1.04404390191666,1.04543528510256,1.02967707080966,1.00271721405789,0.974731741922581,0.956283801114304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,1.27639239396141,1.44563390899207,1.44211356055223,1.26719610555168,0.988692957955223,0.714573286603676,0.551106888927238,0.561665871283942,0.742156762706952,1.02260745803888,1.29429376964615,1.45188925686615,1.43429782827206,1.2483392700689,0.966105374185423,0.697011633481357,0.545379409402083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1,0.451389264689674,0.112870795469892,0.114081341558945,0.4545573203933,1.00391234807866,1.55176912933777,1.88832412723712,1.8846925102891,1.54226501802005,0.992175372743706,0.445082193933984,0.110496594481885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1,0.984159128588317,0.974397316780006,0.974460737009485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1,0.544783849618742,0.258265198542067,0.246624330356742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1,1.1393175760019,1.22549807784847,1.2256714266252,1.13977150542803,1.00056137699162,0.861137133928116,0.774676534244267,0.774156488885257,0.859775348192794,0.998877249161792,1.13840737818543,1.22514759132521,1.22601433035304,1.14067701260076,1.00168411839477,0.862048885105682,0.775029544457793,0.773816116616911,0.858871414725592,0.99775452348366,1.1374940787547,1.2247920593991,1.22635216925501,1.14157936729829,1.00280682205799,0.862963727672955,0.775387596104666,0.773480812973994,0.857970643853027,0.996631848125113,1.13657769817613,1.22443149003739,1.22668493576039,1.14247854929947,1.00392946282226,0.863881641128943,0.775750681161192,0.773150585470432,0.857073055760752,0.995509248244536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1,0.740730678424325,0.57902400494857,0.575729952812316,0.732088068782759,0.989261033607151,1.25047505501616,1.41743569734492,1.42731592693183,1.27639782853541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1,1.01205375024518,1.01942426972556,1.01924789834525,1.01159316148908,0.99943414592773,0.98749498104735,0.980414377882801,0.980943355652088,0.988876391185026,1.001131270622,1.0129466186872,1.0197318307613,1.01885065561255,1.01064545528445,0.99830418753507,0.986621791999358,0.980137217391743,0.981369908588823,0.98984092939064,1.00225904309315,1.01379945318495,1.01997837640514,1.01839512228566,1.00966483086591,0.997179472987413,0.985789971469767,0.979921477226023,0.981854070084142,0.990836881796081,1.00337983007972,1.0146096165766,1.02016314428085,1.01788270697915,1.00865432055132,0.996063480162696,0.98500209164036,0.979767824504213,0.98239434299854,0.991861168685782,1.0044901658487,1.01537460364927,1.02028556304334,1.01731499419987,1.00761704907269,0.99495965996927,0.984260588818092,0.979676734356125,0.982989056683003,0.99291062272739,1.00558661698466,1.01609204888569,1.02034525414545,1.01669373944724,1.00655622391372,0.99387142567489,0.983567755901471,0.979648488453599,0.983636372145044,0.993981998765886,1.00666579300667,1.01675973377899,1.02034203300846,1.01602086378488,1.00547512539155,0.9928021423521,0.98292573529038,0.979683174139509,0.984334287735293,0.995071983858359,1.00772435685248,1.01737559369279,1.02027590959286,1.01529844790022,1.00437709651329,0.991755116472649,0.982336512261282,0.979780684157679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1,0.970572441088762,0.952059807288973,0.951328587667903,0.968649997633803,0.997599382896701,1.02743917690817,1.04710155314687,1.04929357356089,1.03320219963983,1.00479585512616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1,1.0455929963161,1.07329144114406,1.07222411988595,1.04280993975891,0.99659351514,0.951714083560511,0.92578613329819,0.928985986999921,0.960057751185419,1.00680623516816,1.05088337628034,1.07498957294249,1.06966351284334,1.03699559285026,0.989807470313271,0.946619759287058,0.924382973689484,0.931824710672699,0.966024202654681,1.01355867377976,1.0557715734867,1.07609498634323,1.06655228463982,1.03088883237455,0.98310198735171,0.941947353015033,0.923577491876696,0.935202292571583,0.97225919919458,1.02020394448677,1.06021895157146,1.07659894414678,1.06291502645684,1.02453792623282,0.976530066465355,0.937733795494276,0.923376054396807,0.939092036252621,0.978713459324854,1.02668952299747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1,1.25250583600802,1.40986150618859,1.41277167563668,1.26013972373573,1.00948097671953,0.755249573635924,0.593245914762321,0.584516806977223,0.732351584366559,0.981042609411757,1.23687722720176,1.40345090827314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1,1.04451370177363,1.07141535139431,1.07006118666653,1.04098698913305,0.995696099627395,0.952108068226174,0.927468701314725,0.931526678462925,0.962676442228415,1.00859344439052,1.05111041050195,1.07340530611704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1,0.668253278102888,0.463515500745535,0.464170348287678,0.66996711291618,1.00211668191369,1.33345588107771,1.53713178559314,1.53516725219612,1.32831440079259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1,1.04944763086479,1.07925409558224,1.07757992448432,1.04509011753398,0.994689998712287,0.946399073308168,0.919399050792482,0.924414649800639,0.959453616877321,1.01059807240023,1.05753285200512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
